skillName,simLinked,simSymba
wearables,"Tuple{String,Float32}[(""wearables"", 1.0)]","Tuple{String,Float32}[(""wearables"", 1.0)]"
direct marketing,"Tuple{String,Float32}[(""direct marketing"", 1.0), (""street marketing"", 0.8125), (""art marketing"", 0.75), (""direct banking"", 0.75), (""drip marketing"", 0.75), (""event marketing"", 0.75), (""field marketing"", 0.75), (""green marketing"", 0.75), (""print marketing"", 0.75), (""target marketing"", 0.75), (""test marketing"", 0.75), (""text marketing"", 0.75), (""video marketing"", 0.75), (""viral marketing"", 0.75), (""wine marketing"", 0.75), (""diversity marketing"", 0.7368421), (""pinterest marketing"", 0.7368421), (""wireless marketing"", 0.7222222), (""content marketing"", 0.7058824), (""digital marketing"", 0.7058824), (""direct recruiting"", 0.7058824), (""display marketing"", 0.7058824), (""product marketing"", 0.7058824), (""student marketing"", 0.7058824)]","Tuple{String,Float32}[(""direct marketing"", 1.0), (""street marketing"", 0.8125), (""art marketing"", 0.75), (""direct banking"", 0.75), (""drip marketing"", 0.75), (""event marketing"", 0.75), (""field marketing"", 0.75), (""green marketing"", 0.75), (""print marketing"", 0.75), (""target marketing"", 0.75), (""test marketing"", 0.75), (""text marketing"", 0.75), (""video marketing"", 0.75), (""viral marketing"", 0.75), (""wine marketing"", 0.75), (""diversity marketing"", 0.7368421), (""pinterest marketing"", 0.7368421), (""wireless marketing"", 0.7222222), (""content marketing"", 0.7058824), (""digital marketing"", 0.7058824), (""direct recruiting"", 0.7058824), (""display marketing"", 0.7058824), (""product marketing"", 0.7058824), (""student marketing"", 0.7058824)]"
customer retention,"Tuple{String,Float32}[(""customer retention"", 1.0), (""customer relations"", 0.7777778), (""customer presentations"", 0.77272725), (""customer interaction"", 0.75), (""customer orientation"", 0.75), (""customer education"", 0.7222222), (""customer events"", 0.7222222), (""customer reporting"", 0.7222222), (""home retention"", 0.7222222), (""customer interactions"", 0.71428573), (""customer negotiations"", 0.71428573)]","Tuple{String,Float32}[(""customer retention"", 1.0), (""customer relations"", 0.7777778), (""customer presentations"", 0.77272725), (""customer interaction"", 0.75), (""customer orientation"", 0.75), (""customer education"", 0.7222222), (""customer events"", 0.7222222), (""customer reporting"", 0.7222222), (""home retention"", 0.7222222), (""customer interactions"", 0.71428573), (""customer negotiations"", 0.71428573)]"
competitive analysis,"Tuple{String,Float32}[(""competitive analysis"", 1.0), (""competetive analysis"", 0.95), (""comparative analysis"", 0.85), (""competitive cost analysis"", 0.8), (""competency analysis"", 0.75), (""compliance analysis"", 0.75), (""computational analysis"", 0.72727275)]","Tuple{String,Float32}[(""competitive analysis"", 1.0), (""competetive analysis"", 0.95), (""comparative analysis"", 0.85), (""competitive cost analysis"", 0.8), (""competency analysis"", 0.75), (""compliance analysis"", 0.75), (""computational analysis"", 0.72727275)]"
erwin,"Tuple{String,Float32}[(""erwin"", 1.0), (""er win"", 0.8333333)]","Tuple{String,Float32}[(""erwin"", 1.0), (""er win"", 0.8333333)]"
oracle pl/sql development,"Tuple{String,Float32}[(""oracle pl/sql development"", 1.0), (""oracle sql developer"", 0.76)]","Tuple{String,Float32}[(""oracle pl/sql development"", 1.0), (""oracle sql developer"", 0.76)]"
plant physiology,"Tuple{String,Float32}[(""plant physiology"", 1.0), (""human physiology"", 0.75), (""pathophysiology"", 0.75), (""plant biology"", 0.75), (""plant pathology"", 0.75), (""electrophysiology"", 0.7058824)]","Tuple{String,Float32}[(""plant physiology"", 1.0), (""human physiology"", 0.75), (""pathophysiology"", 0.75), (""plant biology"", 0.75), (""plant pathology"", 0.75), (""electrophysiology"", 0.7058824)]"
protein chemistry,"Tuple{String,Float32}[(""protein chemistry"", 1.0), (""process chemistry"", 0.8235294), (""green chemistry"", 0.7647059), (""organic chemistry"", 0.7058824), (""photochemistry"", 0.7058824), (""soil chemistry"", 0.7058824), (""water chemistry"", 0.7058824)]","Tuple{String,Float32}[(""protein chemistry"", 1.0), (""process chemistry"", 0.8235294), (""green chemistry"", 0.7647059), (""organic chemistry"", 0.7058824), (""photochemistry"", 0.7058824), (""soil chemistry"", 0.7058824), (""water chemistry"", 0.7058824)]"
microscopy,"Tuple{String,Float32}[(""microscopy"", 1.0), (""microscopes"", 0.8181818), (""microscopic"", 0.8181818), (""macroscope"", 0.8)]","Tuple{String,Float32}[(""microscopy"", 1.0), (""microscopes"", 0.8181818), (""microscopic"", 0.8181818), (""macroscope"", 0.8)]"
loss mitigation,"Tuple{String,Float32}[(""loss mitigation"", 1.0), (""ddos mitigation"", 0.8), (""wind mitigation"", 0.73333335)]","Tuple{String,Float32}[(""loss mitigation"", 1.0), (""ddos mitigation"", 0.8), (""wind mitigation"", 0.73333335)]"
loan servicing,"Tuple{String,Float32}[(""loan servicing"", 1.0), (""loan pricing"", 0.78571427), (""client servicing"", 0.75), (""account servicing"", 0.7058824)]","Tuple{String,Float32}[(""loan servicing"", 1.0), (""loan pricing"", 0.78571427), (""client servicing"", 0.75), (""account servicing"", 0.7058824)]"
mortgage lending,"Tuple{String,Float32}[(""mortgage lending"", 1.0), (""mortgage banking"", 0.8125), (""mortgage servicing"", 0.7222222), (""corporate lending"", 0.7058824)]","Tuple{String,Float32}[(""mortgage lending"", 1.0), (""mortgage banking"", 0.8125), (""mortgage servicing"", 0.7222222), (""corporate lending"", 0.7058824)]"
python (programming language),"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
c/c# (programming language),"Tuple{String,Float32}[(""programming languages"", 0.7407407)]","Tuple{String,Float32}[(""programming languages"", 0.7407407)]"
matlab (programming language),"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
power systems,"Tuple{String,Float32}[(""power systems"", 1.0), (""core systems"", 0.7692308), (""open systems"", 0.7692308), (""solar systems"", 0.7692308), (""water systems"", 0.7692308), (""web systems"", 0.7692308), (""ibm power systems"", 0.7647059), (""low power systems"", 0.7647059), (""expert systems"", 0.71428573), (""gerber systems"", 0.71428573), (""linear systems"", 0.71428573), (""reward systems"", 0.71428573)]","Tuple{String,Float32}[(""power systems"", 1.0), (""core systems"", 0.7692308), (""open systems"", 0.7692308), (""solar systems"", 0.7692308), (""water systems"", 0.7692308), (""web systems"", 0.7692308), (""ibm power systems"", 0.7647059), (""low power systems"", 0.7647059), (""expert systems"", 0.71428573), (""gerber systems"", 0.71428573), (""linear systems"", 0.71428573), (""reward systems"", 0.71428573)]"
javaserver faces (jsf),"Tuple{String,Float32}[(""javaserver faces (jsf)"", 1.0), (""javaserver pages (jsp)"", 0.8636364)]","Tuple{String,Float32}[(""javaserver faces (jsf)"", 1.0), (""javaserver pages (jsp)"", 0.8636364)]"
enterprise javabeans (ejb),"Tuple{String,Float32}[(""enterprise javabeans (ejb)"", 1.0)]","Tuple{String,Float32}[(""enterprise javabeans (ejb)"", 1.0)]"
pharmaceutical sales,"Tuple{String,Float32}[(""pharmaceutical sales"", 1.0), (""pharmaceutical care"", 0.85), (""pharmaceutical law"", 0.8), (""pharmaceutical sciences"", 0.7826087), (""pharmaceutical policy"", 0.7619048), (""pharmaceutical companies"", 0.75), (""pharmaceuticals"", 0.75), (""pharmaceutical research"", 0.73913044)]","Tuple{String,Float32}[(""pharmaceutical sales"", 1.0), (""pharmaceutical care"", 0.85), (""pharmaceutical law"", 0.8), (""pharmaceutical sciences"", 0.7826087), (""pharmaceutical policy"", 0.7619048), (""pharmaceutical companies"", 0.75), (""pharmaceuticals"", 0.75), (""pharmaceutical research"", 0.73913044)]"
powershell,"Tuple{String,Float32}[(""powershell"", 1.0), (""powerschool"", 0.72727275)]","Tuple{String,Float32}[(""powershell"", 1.0), (""powerschool"", 0.72727275)]"
flash,"Tuple{String,Float32}[(""flash"", 1.0), (""flask"", 0.8), (""flashmx"", 0.71428573), (""fly ash"", 0.71428573)]","Tuple{String,Float32}[(""flash"", 1.0), (""flask"", 0.8), (""flashmx"", 0.71428573), (""fly ash"", 0.71428573)]"
fmea,"Tuple{String,Float32}[(""fmeca"", 0.8), (""pfmea"", 0.8), (""fma"", 0.75), (""fme"", 0.75), (""mea"", 0.75)]","Tuple{String,Float32}[(""fmeca"", 0.8), (""pfmea"", 0.8), (""fma"", 0.75), (""fme"", 0.75), (""mea"", 0.75)]"
spc,"Tuple{String,Float32}[(""scpc"", 0.75), (""spcc"", 0.75), (""spec"", 0.75)]","Tuple{String,Float32}[(""scpc"", 0.75), (""spcc"", 0.75), (""spec"", 0.75)]"
ppap,"Tuple{String,Float32}[(""ppaps"", 0.8), (""pap"", 0.75), (""pcap"", 0.75), (""peap"", 0.75), (""ppa"", 0.75), (""ppp"", 0.75), (""pptp"", 0.75)]","Tuple{String,Float32}[(""ppaps"", 0.8), (""pap"", 0.75), (""pcap"", 0.75), (""peap"", 0.75), (""ppa"", 0.75), (""ppp"", 0.75), (""pptp"", 0.75)]"
root cause analysis,"Tuple{String,Float32}[(""root cause analysis"", 1.0), (""worst case analysis"", 0.7894737), (""food cost analysis"", 0.7368421), (""use case analysis"", 0.7368421)]","Tuple{String,Float32}[(""root cause analysis"", 1.0), (""worst case analysis"", 0.7894737), (""food cost analysis"", 0.7368421), (""use case analysis"", 0.7368421)]"
mercadotecnia,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
redes sociales,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
marketing en internet,"Tuple{String,Float32}[(""marketing engineering"", 0.7619048), (""marketing en ligne"", 0.71428573)]","Tuple{String,Float32}[(""marketing engineering"", 0.7619048), (""marketing en ligne"", 0.71428573)]"
estrategia de mercadotecnia,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
salesforce.com development,"Tuple{String,Float32}[(""salesforce.com development"", 1.0), (""sales force development"", 0.8076923), (""sales process development"", 0.7307692), (""sales program development"", 0.7307692)]","Tuple{String,Float32}[(""salesforce.com development"", 1.0), (""sales force development"", 0.8076923), (""sales process development"", 0.7307692), (""sales program development"", 0.7307692)]"
refactoring,"Tuple{String,Float32}[(""refactoring"", 1.0), (""factoring"", 0.8181818), (""restoring"", 0.72727275), (""vectoring"", 0.72727275)]","Tuple{String,Float32}[(""refactoring"", 1.0), (""factoring"", 0.8181818), (""restoring"", 0.72727275), (""vectoring"", 0.72727275)]"
api development,"Tuple{String,Float32}[(""api development"", 1.0), (""ad development"", 0.8666667), (""gui development"", 0.8666667), (""ip development"", 0.8666667), (""roi development"", 0.8666667), (""sap development"", 0.8666667), (""wpf development"", 0.8666667), (""copy development"", 0.8125), (""game development"", 0.8125), (""ipad development"", 0.8125), (""land development"", 0.8125), (""name development"", 0.8125), (""p&id development"", 0.8125), (""part development"", 0.8125), (""spec development"", 0.8125), (""trim development"", 0.8125), (""wash development"", 0.8125), (""wiki development"", 0.8125), (""bom development"", 0.8), (""cmc development"", 0.8), (""hw development"", 0.8), (""ios development"", 0.8), (""it development"", 0.8), (""jsp development"", 0.8), (""kol development"", 0.8), (""new development"", 0.8), (""p&l development"", 0.8), (""pdk development"", 0.8), (""php development"", 0.8), (""pmo development"", 0.8), (""pop development"", 0.8), (""rep development"", 0.8), (""rfq development"", 0.8), (""rtl development"", 0.8), (""sar development"", 0.8), (""sdk development"", 0.8), (""sme development"", 0.8), (""sop development"", 0.8), (""web development"", 0.8), (""capital development"", 0.7894737), (""artist development"", 0.7777778), (""fabric development"", 0.7777778), (""family development"", 0.7777778), (""sample development"", 0.7777778), (""adult development"", 0.7647059), (""agent development"", 0.7647059), (""assay development"", 0.7647059), (""asset development"", 0.7647059), (""board development"", 0.7647059), (""brand development"", 0.7647059), (""child development"", 0.7647059), (""early development"", 0.7647059), (""image development"", 0.7647059), (""joint development"", 0.7647059), (""media development"", 0.7647059), (""music development"", 0.7647059), (""pitch development"", 0.7647059), (""print development"", 0.7647059), (""quant development"", 0.7647059), (""range development"", 0.7647059), (""staff development"", 0.7647059), (""trade development"", 0.7647059), (""blog development"", 0.75), (""campaign development"", 0.75), (""capacity development"", 0.75), (""club development"", 0.75), (""core development"", 0.75), (""deal development"", 0.75), (""drug development"", 0.75), (""flow development"", 0.75), (""form development"", 0.75), (""fund development"", 0.75), (""goal development"", 0.75), (""graphics development"", 0.75), (""j2me development"", 0.75), (""lead development"", 0.75), (""link development"", 0.75), (""list development"", 0.75), (""logo development"", 0.75), (""look development"", 0.75), (""menu development"", 0.75), (""new developments"", 0.75), (""peer development"", 0.75), (""port development"", 0.75), (""site development"", 0.75), (""team development"", 0.75), (""test development"", 0.75), (""tour development"", 0.75), (""advisor development"", 0.7368421), (""african development"", 0.7368421), (""airport development"", 0.7368421), (""android development"", 0.7368421), (""artist developement"", 0.7368421), (""carrier development"", 0.7368421), (""reading development"", 0.7368421), (""co-development"", 0.73333335), (""pre-development"", 0.73333335), (""redevelopment"", 0.73333335), (""agency development"", 0.7222222), (""agenda development"", 0.7222222), (""brand developement"", 0.7222222), (""career development"", 0.7222222), (""client development"", 0.7222222), (""device development"", 0.7222222), (""engine development"", 0.7222222), (""export development"", 0.7222222), (""manual development"", 0.7222222), (""market development"", 0.7222222), (""metric development"", 0.7222222), (""office development"", 0.7222222), (""online development"", 0.7222222), (""patent development"", 0.7222222), (""people development"", 0.7222222), (""player development"", 0.7222222), (""policy development"", 0.7222222), (""recipe development"", 0.7222222), (""report development"", 0.7222222), (""series development"", 0.7222222), (""social development"", 0.7222222), (""sports development"", 0.7222222), (""strain development"", 0.7222222), (""talent development"", 0.7222222), (""target development"", 0.7222222), (""vision development"", 0.7222222), (""cloud development"", 0.7058824), (""color development"", 0.7058824), (""donor development"", 0.7058824), (""field development"", 0.7058824), (""force development"", 0.7058824), (""forms development"", 0.7058824), (""green development"", 0.7058824), (""group development"", 0.7058824), (""human development"", 0.7058824), (""ideas development"", 0.7058824), (""kiosk development"", 0.7058824), (""linux development"", 0.7058824), (""local development"", 0.7058824), (""model development"", 0.7058824), (""offer development"", 0.7058824), (""power development"", 0.7058824), (""route development"", 0.7058824), (""rural development"", 0.7058824), (""style development"", 0.7058824), (""theme development"", 0.7058824), (""venue development"", 0.7058824), (""video development"", 0.7058824), (""youth development"", 0.7058824)]","Tuple{String,Float32}[(""api development"", 1.0), (""ad development"", 0.8666667), (""gui development"", 0.8666667), (""ip development"", 0.8666667), (""roi development"", 0.8666667), (""sap development"", 0.8666667), (""wpf development"", 0.8666667), (""copy development"", 0.8125), (""game development"", 0.8125), (""ipad development"", 0.8125), (""land development"", 0.8125), (""name development"", 0.8125), (""p&id development"", 0.8125), (""part development"", 0.8125), (""spec development"", 0.8125), (""trim development"", 0.8125), (""wash development"", 0.8125), (""wiki development"", 0.8125), (""bom development"", 0.8), (""cmc development"", 0.8), (""hw development"", 0.8), (""ios development"", 0.8), (""it development"", 0.8), (""jsp development"", 0.8), (""kol development"", 0.8), (""new development"", 0.8), (""p&l development"", 0.8), (""pdk development"", 0.8), (""php development"", 0.8), (""pmo development"", 0.8), (""pop development"", 0.8), (""rep development"", 0.8), (""rfq development"", 0.8), (""rtl development"", 0.8), (""sar development"", 0.8), (""sdk development"", 0.8), (""sme development"", 0.8), (""sop development"", 0.8), (""web development"", 0.8), (""capital development"", 0.7894737), (""artist development"", 0.7777778), (""fabric development"", 0.7777778), (""family development"", 0.7777778), (""sample development"", 0.7777778), (""adult development"", 0.7647059), (""agent development"", 0.7647059), (""assay development"", 0.7647059), (""asset development"", 0.7647059), (""board development"", 0.7647059), (""brand development"", 0.7647059), (""child development"", 0.7647059), (""early development"", 0.7647059), (""image development"", 0.7647059), (""joint development"", 0.7647059), (""media development"", 0.7647059), (""music development"", 0.7647059), (""pitch development"", 0.7647059), (""print development"", 0.7647059), (""quant development"", 0.7647059), (""range development"", 0.7647059), (""staff development"", 0.7647059), (""trade development"", 0.7647059), (""blog development"", 0.75), (""campaign development"", 0.75), (""capacity development"", 0.75), (""club development"", 0.75), (""core development"", 0.75), (""deal development"", 0.75), (""drug development"", 0.75), (""flow development"", 0.75), (""form development"", 0.75), (""fund development"", 0.75), (""goal development"", 0.75), (""graphics development"", 0.75), (""j2me development"", 0.75), (""lead development"", 0.75), (""link development"", 0.75), (""list development"", 0.75), (""logo development"", 0.75), (""look development"", 0.75), (""menu development"", 0.75), (""new developments"", 0.75), (""peer development"", 0.75), (""port development"", 0.75), (""site development"", 0.75), (""team development"", 0.75), (""test development"", 0.75), (""tour development"", 0.75), (""advisor development"", 0.7368421), (""african development"", 0.7368421), (""airport development"", 0.7368421), (""android development"", 0.7368421), (""artist developement"", 0.7368421), (""carrier development"", 0.7368421), (""reading development"", 0.7368421), (""co-development"", 0.73333335), (""pre-development"", 0.73333335), (""redevelopment"", 0.73333335), (""agency development"", 0.7222222), (""agenda development"", 0.7222222), (""brand developement"", 0.7222222), (""career development"", 0.7222222), (""client development"", 0.7222222), (""device development"", 0.7222222), (""engine development"", 0.7222222), (""export development"", 0.7222222), (""manual development"", 0.7222222), (""market development"", 0.7222222), (""metric development"", 0.7222222), (""office development"", 0.7222222), (""online development"", 0.7222222), (""patent development"", 0.7222222), (""people development"", 0.7222222), (""player development"", 0.7222222), (""policy development"", 0.7222222), (""recipe development"", 0.7222222), (""report development"", 0.7222222), (""series development"", 0.7222222), (""social development"", 0.7222222), (""sports development"", 0.7222222), (""strain development"", 0.7222222), (""talent development"", 0.7222222), (""target development"", 0.7222222), (""vision development"", 0.7222222), (""cloud development"", 0.7058824), (""color development"", 0.7058824), (""donor development"", 0.7058824), (""field development"", 0.7058824), (""force development"", 0.7058824), (""forms development"", 0.7058824), (""green development"", 0.7058824), (""group development"", 0.7058824), (""human development"", 0.7058824), (""ideas development"", 0.7058824), (""kiosk development"", 0.7058824), (""linux development"", 0.7058824), (""local development"", 0.7058824), (""model development"", 0.7058824), (""offer development"", 0.7058824), (""power development"", 0.7058824), (""route development"", 0.7058824), (""rural development"", 0.7058824), (""style development"", 0.7058824), (""theme development"", 0.7058824), (""venue development"", 0.7058824), (""video development"", 0.7058824), (""youth development"", 0.7058824)]"
mobile technology,"Tuple{String,Float32}[(""mobile technology"", 1.0), (""missile technology"", 0.8333333), (""voice technology"", 0.8235294), (""compiler technology"", 0.7894737), (""core technology"", 0.7647059), (""home technology"", 0.7647059), (""media technology"", 0.7647059), (""music technology"", 0.7647059), (""online technology"", 0.7647059), (""imaging technology"", 0.7222222), (""medical technology"", 0.7222222), (""automotive technology"", 0.71428573), (""audio technology"", 0.7058824), (""biotechnology"", 0.7058824), (""blade technology"", 0.7058824), (""enzyme technology"", 0.7058824), (""food technology"", 0.7058824), (""game technology"", 0.7058824), (""gaming technology"", 0.7058824), (""legal technology"", 0.7058824), (""microtechnology"", 0.7058824), (""retail technology"", 0.7058824), (""space technology"", 0.7058824), (""video technology"", 0.7058824)]","Tuple{String,Float32}[(""mobile technology"", 1.0), (""missile technology"", 0.8333333), (""voice technology"", 0.8235294), (""compiler technology"", 0.7894737), (""core technology"", 0.7647059), (""home technology"", 0.7647059), (""media technology"", 0.7647059), (""music technology"", 0.7647059), (""online technology"", 0.7647059), (""imaging technology"", 0.7222222), (""medical technology"", 0.7222222), (""automotive technology"", 0.71428573), (""audio technology"", 0.7058824), (""biotechnology"", 0.7058824), (""blade technology"", 0.7058824), (""enzyme technology"", 0.7058824), (""food technology"", 0.7058824), (""game technology"", 0.7058824), (""gaming technology"", 0.7058824), (""legal technology"", 0.7058824), (""microtechnology"", 0.7058824), (""retail technology"", 0.7058824), (""space technology"", 0.7058824), (""video technology"", 0.7058824)]"
strategic partnerships,"Tuple{String,Float32}[(""strategic partnerships"", 1.0), (""strategic partners"", 0.8181818), (""strategic leadership"", 0.72727275), (""strategic partner relations"", 0.7037037)]","Tuple{String,Float32}[(""strategic partnerships"", 1.0), (""strategic partners"", 0.8181818), (""strategic leadership"", 0.72727275), (""strategic partner relations"", 0.7037037)]"
ipsec,"Tuple{String,Float32}[(""ipsec"", 1.0)]","Tuple{String,Float32}[(""ipsec"", 1.0)]"
ip,"Tuple{String,Float32}[(""ip"", 1.0)]","Tuple{String,Float32}[(""ip"", 1.0)]"
retirement planning,"Tuple{String,Float32}[(""retirement planning"", 1.0), (""retirement plans"", 0.7894737), (""green event planning"", 0.75), (""deployment planning"", 0.7368421), (""engagement planning"", 0.7368421), (""management planning"", 0.7368421), (""retirement savings"", 0.7368421), (""treatment planning"", 0.7368421), (""retirement plan consulting"", 0.7307692), (""marketing event planning"", 0.7083333)]","Tuple{String,Float32}[(""retirement planning"", 1.0), (""retirement plans"", 0.7894737), (""green event planning"", 0.75), (""deployment planning"", 0.7368421), (""engagement planning"", 0.7368421), (""management planning"", 0.7368421), (""retirement savings"", 0.7368421), (""treatment planning"", 0.7368421), (""retirement plan consulting"", 0.7307692), (""marketing event planning"", 0.7083333)]"
servant leadership,"Tuple{String,Float32}[(""servant leadership"", 1.0), (""student leadership"", 0.7777778), (""personal leadership"", 0.7368421), (""design leadership"", 0.7222222), (""scout leadership"", 0.7222222), (""team leadership"", 0.7222222)]","Tuple{String,Float32}[(""servant leadership"", 1.0), (""student leadership"", 0.7777778), (""personal leadership"", 0.7368421), (""design leadership"", 0.7222222), (""scout leadership"", 0.7222222), (""team leadership"", 0.7222222)]"
continuous improvement,"Tuple{String,Float32}[(""continuous improvement"", 1.0), (""continuous improvement culture"", 0.73333335), (""continuous process improvement"", 0.73333335)]","Tuple{String,Float32}[(""continuous improvement"", 1.0), (""continuous improvement culture"", 0.73333335), (""continuous process improvement"", 0.73333335)]"
agile coaching,"Tuple{String,Float32}[(""life coaching"", 0.78571427), (""adhd coaching"", 0.71428573), (""agile modeling"", 0.71428573), (""life-coaching"", 0.71428573), (""sales coaching"", 0.71428573), (""creative coaching"", 0.7058824)]","Tuple{String,Float32}[(""life coaching"", 0.78571427), (""adhd coaching"", 0.71428573), (""agile modeling"", 0.71428573), (""life-coaching"", 0.71428573), (""sales coaching"", 0.71428573), (""creative coaching"", 0.7058824)]"
linguistics,"Tuple{String,Float32}[(""linguistics"", 1.0), (""logistics"", 0.72727275)]","Tuple{String,Float32}[(""linguistics"", 1.0), (""logistics"", 0.72727275)]"
data science,"Tuple{String,Float32}[(""data science"", 1.0), (""dairy science"", 0.7692308), (""earth science"", 0.7692308)]","Tuple{String,Float32}[(""data science"", 1.0), (""dairy science"", 0.7692308), (""earth science"", 0.7692308)]"
digital,"Tuple{String,Float32}[(""digital"", 1.0)]","Tuple{String,Float32}[(""digital"", 1.0)]"
machine learning ,"Tuple{String,Float32}[(""machine learning"", 0.9411765), (""active learning"", 0.7647059), (""machine guarding"", 0.7647059), (""action learning"", 0.7058824), (""mobile learning"", 0.7058824)]","Tuple{String,Float32}[(""machine learning"", 0.9411765), (""active learning"", 0.7647059), (""machine guarding"", 0.7647059), (""action learning"", 0.7058824), (""mobile learning"", 0.7058824)]"
redhat,"Tuple{String,Float32}[(""redhat"", 1.0), (""red hat"", 0.85714287), (""redgate"", 0.71428573), (""redhawk"", 0.71428573)]","Tuple{String,Float32}[(""redhat"", 1.0), (""red hat"", 0.85714287), (""redgate"", 0.71428573), (""redhawk"", 0.71428573)]"
veritas volume manager,"Tuple{String,Float32}[(""veritas volume manager"", 1.0), (""solaris volume manager"", 0.72727275)]","Tuple{String,Float32}[(""veritas volume manager"", 1.0), (""solaris volume manager"", 0.72727275)]"
veritas cluster server,"Tuple{String,Float32}[(""veritas cluster server"", 1.0)]","Tuple{String,Float32}[(""veritas cluster server"", 1.0)]"
veritas storage foundation,"Tuple{String,Float32}[(""veritas storage foundation"", 1.0)]","Tuple{String,Float32}[(""veritas storage foundation"", 1.0)]"
spring aop,"Tuple{String,Float32}[(""spring roo"", 0.8), (""spring boot"", 0.72727275), (""spring data"", 0.72727275)]","Tuple{String,Float32}[(""spring roo"", 0.8), (""spring boot"", 0.72727275), (""spring data"", 0.72727275)]"
mathematics,"Tuple{String,Float32}[(""mathematics"", 1.0), (""mathematica"", 0.90909094), (""mathmatics"", 0.90909094), (""thematic"", 0.72727275)]","Tuple{String,Float32}[(""mathematics"", 1.0), (""mathematica"", 0.90909094), (""mathmatics"", 0.90909094), (""thematic"", 0.72727275)]"
