skillName,simLinked,simSymba
online marketing,"Tuple{String,Float32}[(""online marketing"", 1.0), (""online-marketing"", 0.9375), (""offline marketing"", 0.88235295), (""wine marketing"", 0.8125), (""alliance marketing"", 0.7777778), (""content marketing"", 0.7647059), (""casino marketing"", 0.75), (""joint marketing"", 0.75), (""mobile marketing"", 0.75), (""niche marketing"", 0.75), (""online dating"", 0.75), (""online printing"", 0.75), (""online writing"", 0.75), (""print marketing"", 0.75), (""unique marketing"", 0.75), (""online video marketing"", 0.72727275), (""consumer marketing"", 0.7222222), (""online marketplace"", 0.7222222), (""article marketing"", 0.7058824), (""athlete marketing"", 0.7058824), (""content-marketing"", 0.7058824), (""inbound marketing"", 0.7058824), (""mobiles marketing"", 0.7058824), (""partner marketing"", 0.7058824), (""seminar marketing"", 0.7058824), (""tourism marketing"", 0.7058824)]","Tuple{String,Float32}[(""online marketing"", 1.0), (""online-marketing"", 0.9375), (""offline marketing"", 0.88235295), (""wine marketing"", 0.8125), (""alliance marketing"", 0.7777778), (""content marketing"", 0.7647059), (""casino marketing"", 0.75), (""joint marketing"", 0.75), (""mobile marketing"", 0.75), (""niche marketing"", 0.75), (""online dating"", 0.75), (""online printing"", 0.75), (""online writing"", 0.75), (""print marketing"", 0.75), (""unique marketing"", 0.75), (""online video marketing"", 0.72727275), (""consumer marketing"", 0.7222222), (""online marketplace"", 0.7222222), (""article marketing"", 0.7058824), (""athlete marketing"", 0.7058824), (""content-marketing"", 0.7058824), (""inbound marketing"", 0.7058824), (""mobiles marketing"", 0.7058824), (""partner marketing"", 0.7058824), (""seminar marketing"", 0.7058824), (""tourism marketing"", 0.7058824)]"
business process,"Tuple{String,Float32}[(""business process"", 1.0), (""business partners"", 0.7647059), (""business profiles"", 0.7647059), (""business property"", 0.7647059), (""business groups"", 0.75), (""business notes"", 0.75), (""business papers"", 0.75), (""business rates"", 0.75), (""business rules"", 0.75), (""business awareness"", 0.7222222), (""business concepts"", 0.7058824), (""business services"", 0.7058824)]","Tuple{String,Float32}[(""business process"", 1.0), (""business partners"", 0.7647059), (""business profiles"", 0.7647059), (""business property"", 0.7647059), (""business groups"", 0.75), (""business notes"", 0.75), (""business papers"", 0.75), (""business rates"", 0.75), (""business rules"", 0.75), (""business awareness"", 0.7222222), (""business concepts"", 0.7058824), (""business services"", 0.7058824)]"
software project management,"Tuple{String,Float32}[(""software project management"", 1.0), (""software product management"", 0.9259259), (""software process management"", 0.8888889), (""offshore project management"", 0.8148148), (""software asset management"", 0.8148148), (""total project management"", 0.8148148), (""off-shore project management"", 0.78571427), (""sap project management"", 0.7777778), (""small project management"", 0.7777778), (""software sales management"", 0.7777778), (""systems project management"", 0.7777778), (""web-based project management"", 0.75), (""agile project management"", 0.7407407), (""complex project management"", 0.7407407), (""digital project management"", 0.7407407), (""hr project management"", 0.7407407), (""legal project management"", 0.7407407), (""research project management"", 0.7407407), (""software quality management"", 0.7407407), (""web project management"", 0.7407407), (""government project management"", 0.7241379), (""multi-site project management"", 0.7241379), (""software lifecycle management"", 0.7241379), (""editorial project management"", 0.71428573), (""waterfall project management"", 0.71428573)]","Tuple{String,Float32}[(""software project management"", 1.0), (""software product management"", 0.9259259), (""software process management"", 0.8888889), (""offshore project management"", 0.8148148), (""software asset management"", 0.8148148), (""total project management"", 0.8148148), (""off-shore project management"", 0.78571427), (""sap project management"", 0.7777778), (""small project management"", 0.7777778), (""software sales management"", 0.7777778), (""systems project management"", 0.7777778), (""web-based project management"", 0.75), (""agile project management"", 0.7407407), (""complex project management"", 0.7407407), (""digital project management"", 0.7407407), (""hr project management"", 0.7407407), (""legal project management"", 0.7407407), (""research project management"", 0.7407407), (""software quality management"", 0.7407407), (""web project management"", 0.7407407), (""government project management"", 0.7241379), (""multi-site project management"", 0.7241379), (""software lifecycle management"", 0.7241379), (""editorial project management"", 0.71428573), (""waterfall project management"", 0.71428573)]"
business analysis,"Tuple{String,Float32}[(""business analysis"", 1.0), (""business analytics"", 0.8888889), (""basin analysis"", 0.7647059), (""business catalyst"", 0.7647059), (""stress analysis"", 0.7647059), (""business diagnosis"", 0.7222222), (""business impact analysis"", 0.7083333), (""budget analysis"", 0.7058824), (""business basic"", 0.7058824), (""business deals"", 0.7058824), (""business english"", 0.7058824), (""music analysis"", 0.7058824), (""news analysis"", 0.7058824), (""process analysis"", 0.7058824), (""sales analysis"", 0.7058824), (""sieve analysis"", 0.7058824), (""site analysis"", 0.7058824), (""systems analysis"", 0.7058824), (""usage analysis"", 0.7058824), (""user analysis"", 0.7058824)]","Tuple{String,Float32}[(""business analysis"", 1.0), (""business analytics"", 0.8888889), (""basin analysis"", 0.7647059), (""business catalyst"", 0.7647059), (""stress analysis"", 0.7647059), (""business diagnosis"", 0.7222222), (""business impact analysis"", 0.7083333), (""budget analysis"", 0.7058824), (""business basic"", 0.7058824), (""business deals"", 0.7058824), (""business english"", 0.7058824), (""music analysis"", 0.7058824), (""news analysis"", 0.7058824), (""process analysis"", 0.7058824), (""sales analysis"", 0.7058824), (""sieve analysis"", 0.7058824), (""site analysis"", 0.7058824), (""systems analysis"", 0.7058824), (""usage analysis"", 0.7058824), (""user analysis"", 0.7058824)]"
erp,"Tuple{String,Float32}[(""ercp"", 0.75)]","Tuple{String,Float32}[(""ercp"", 0.75)]"
testing,"Tuple{String,Float32}[(""testing"", 1.0), (""tenting"", 0.85714287), (""test ng"", 0.85714287), (""testng"", 0.85714287), (""retesting"", 0.7777778), (""testlink"", 0.75), (""treating"", 0.75), (""trusting"", 0.75), (""belting"", 0.71428573), (""betting"", 0.71428573), (""casting"", 0.71428573), (""desking"", 0.71428573), (""destiny"", 0.71428573), (""eating"", 0.71428573), (""felting"", 0.71428573), (""heating"", 0.71428573), (""hosting"", 0.71428573), (""meeting"", 0.71428573), (""melting"", 0.71428573), (""meshing"", 0.71428573), (""netting"", 0.71428573), (""posting"", 0.71428573), (""seating"", 0.71428573), (""setting"", 0.71428573), (""teaming"", 0.71428573), (""tinting"", 0.71428573), (""vetting"", 0.71428573)]","Tuple{String,Float32}[(""testing"", 1.0), (""tenting"", 0.85714287), (""test ng"", 0.85714287), (""testng"", 0.85714287), (""retesting"", 0.7777778), (""testlink"", 0.75), (""treating"", 0.75), (""trusting"", 0.75), (""belting"", 0.71428573), (""betting"", 0.71428573), (""casting"", 0.71428573), (""desking"", 0.71428573), (""destiny"", 0.71428573), (""eating"", 0.71428573), (""felting"", 0.71428573), (""heating"", 0.71428573), (""hosting"", 0.71428573), (""meeting"", 0.71428573), (""melting"", 0.71428573), (""meshing"", 0.71428573), (""netting"", 0.71428573), (""posting"", 0.71428573), (""seating"", 0.71428573), (""setting"", 0.71428573), (""teaming"", 0.71428573), (""tinting"", 0.71428573), (""vetting"", 0.71428573)]"
software documentation,"Tuple{String,Float32}[(""software documentation"", 1.0), (""software implementation"", 0.7826087), (""contract documentation"", 0.77272725), (""site documentation"", 0.77272725), (""lease documentation"", 0.72727275), (""loan documentation"", 0.72727275), (""software creation"", 0.72727275), (""support documentation"", 0.72727275), (""procedures documentation"", 0.7083333), (""software cost estimation"", 0.7083333), (""structured documentation"", 0.7083333)]","Tuple{String,Float32}[(""software documentation"", 1.0), (""software implementation"", 0.7826087), (""contract documentation"", 0.77272725), (""site documentation"", 0.77272725), (""lease documentation"", 0.72727275), (""loan documentation"", 0.72727275), (""software creation"", 0.72727275), (""support documentation"", 0.72727275), (""procedures documentation"", 0.7083333), (""software cost estimation"", 0.7083333), (""structured documentation"", 0.7083333)]"
python,"Tuple{String,Float32}[(""python"", 1.0), (""vpython"", 0.85714287), (""jython"", 0.8333333), (""wxpython"", 0.75)]","Tuple{String,Float32}[(""python"", 1.0), (""vpython"", 0.85714287), (""jython"", 0.8333333), (""wxpython"", 0.75)]"
c++,"Tuple{String,Float32}[(""c++"", 1.0)]","Tuple{String,Float32}[(""c++"", 1.0)]"
b2b,"Tuple{String,Float32}[(""b2b"", 1.0)]","Tuple{String,Float32}[(""b2b"", 1.0)]"
team building,"Tuple{String,Float32}[(""team building"", 1.0), (""dream building"", 0.85714287), (""boat building"", 0.7692308), (""peacebuilding"", 0.7692308), (""set building"", 0.7692308), (""metal buildings"", 0.73333335), (""steel buildings"", 0.73333335), (""system building"", 0.73333335), (""wealth building"", 0.73333335), (""green building"", 0.71428573), (""image building"", 0.71428573), (""level building"", 0.71428573), (""staff building"", 0.71428573), (""trust building"", 0.71428573), (""template building"", 0.7058824)]","Tuple{String,Float32}[(""team building"", 1.0), (""dream building"", 0.85714287), (""boat building"", 0.7692308), (""peacebuilding"", 0.7692308), (""set building"", 0.7692308), (""metal buildings"", 0.73333335), (""steel buildings"", 0.73333335), (""system building"", 0.73333335), (""wealth building"", 0.73333335), (""green building"", 0.71428573), (""image building"", 0.71428573), (""level building"", 0.71428573), (""staff building"", 0.71428573), (""trust building"", 0.71428573), (""template building"", 0.7058824)]"
customer relations,"Tuple{String,Float32}[(""customer relations"", 1.0), (""customs regulations"", 0.7894737), (""consumer relations"", 0.7777778), (""customer retention"", 0.7777778), (""customer returns"", 0.7777778), (""user relations"", 0.7777778), (""customer presentations"", 0.77272725), (""customer applications"", 0.7619048), (""customer interactions"", 0.7619048), (""customer negotiations"", 0.7619048), (""customer orientation"", 0.75), (""customer validation"", 0.7368421), (""carrier relations"", 0.7222222), (""cultural relations"", 0.7222222), (""custom solutions"", 0.7222222), (""customer education"", 0.7222222), (""customer reporting"", 0.7222222), (""customer reviews"", 0.7222222), (""partner relations"", 0.7222222)]","Tuple{String,Float32}[(""customer relations"", 1.0), (""customs regulations"", 0.7894737), (""consumer relations"", 0.7777778), (""customer retention"", 0.7777778), (""customer returns"", 0.7777778), (""user relations"", 0.7777778), (""customer presentations"", 0.77272725), (""customer applications"", 0.7619048), (""customer interactions"", 0.7619048), (""customer negotiations"", 0.7619048), (""customer orientation"", 0.75), (""customer validation"", 0.7368421), (""carrier relations"", 0.7222222), (""cultural relations"", 0.7222222), (""custom solutions"", 0.7222222), (""customer education"", 0.7222222), (""customer reporting"", 0.7222222), (""customer reviews"", 0.7222222), (""partner relations"", 0.7222222)]"
account management,"Tuple{String,Float32}[(""account management"", 1.0), (""accounting management"", 0.85714287), (""headcount management"", 0.85), (""accident management"", 0.84210527), (""key account management"", 0.8181818), (""key-account management"", 0.8181818), (""new account management"", 0.8181818), (""cost management"", 0.7777778), (""font management"", 0.7777778), (""catchment management"", 0.75), (""large account management"", 0.75), (""total account management"", 0.75), (""aircraft management"", 0.7368421), (""compound management"", 0.7368421), (""document management"", 0.7368421), (""incident management"", 0.7368421), (""pavement management"", 0.7368421), (""acd management"", 0.7222222), (""airline management"", 0.7222222), (""airport management"", 0.7222222), (""artist management"", 0.7222222), (""asset management"", 0.7222222), (""auction management"", 0.7222222), (""audit management"", 0.7222222), (""carbon management"", 0.7222222), (""casino management"", 0.7222222), (""cmo management"", 0.7222222), (""color management"", 0.7222222), (""content management"", 0.7222222), (""course management"", 0.7222222), (""credit management"", 0.7222222), (""cro management"", 0.7222222), (""event management"", 0.7222222), (""faculty management"", 0.7222222), (""fault management"", 0.7222222), (""grant management"", 0.7222222), (""grounds management"", 0.7222222), (""house management"", 0.7222222), (""labour management"", 0.7222222), (""output management"", 0.7222222), (""plant management"", 0.7222222), (""port management"", 0.7222222), (""print management"", 0.7222222), (""product management"", 0.7222222), (""profit management"", 0.7222222), (""records management"", 0.7222222), (""school management"", 0.7222222), (""scope management"", 0.7222222), (""talent management"", 0.7222222), (""tour management"", 0.7222222), (""trust management"", 0.7222222)]","Tuple{String,Float32}[(""account management"", 1.0), (""accounting management"", 0.85714287), (""headcount management"", 0.85), (""accident management"", 0.84210527), (""key account management"", 0.8181818), (""key-account management"", 0.8181818), (""new account management"", 0.8181818), (""cost management"", 0.7777778), (""font management"", 0.7777778), (""catchment management"", 0.75), (""large account management"", 0.75), (""total account management"", 0.75), (""aircraft management"", 0.7368421), (""compound management"", 0.7368421), (""document management"", 0.7368421), (""incident management"", 0.7368421), (""pavement management"", 0.7368421), (""acd management"", 0.7222222), (""airline management"", 0.7222222), (""airport management"", 0.7222222), (""artist management"", 0.7222222), (""asset management"", 0.7222222), (""auction management"", 0.7222222), (""audit management"", 0.7222222), (""carbon management"", 0.7222222), (""casino management"", 0.7222222), (""cmo management"", 0.7222222), (""color management"", 0.7222222), (""content management"", 0.7222222), (""course management"", 0.7222222), (""credit management"", 0.7222222), (""cro management"", 0.7222222), (""event management"", 0.7222222), (""faculty management"", 0.7222222), (""fault management"", 0.7222222), (""grant management"", 0.7222222), (""grounds management"", 0.7222222), (""house management"", 0.7222222), (""labour management"", 0.7222222), (""output management"", 0.7222222), (""plant management"", 0.7222222), (""port management"", 0.7222222), (""print management"", 0.7222222), (""product management"", 0.7222222), (""profit management"", 0.7222222), (""records management"", 0.7222222), (""school management"", 0.7222222), (""scope management"", 0.7222222), (""talent management"", 0.7222222), (""tour management"", 0.7222222), (""trust management"", 0.7222222)]"
